,Country_Name,Country_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
70,Ethiopia,ETH,38.419000000000004,39.082,39.711,40.29,40.81,41.266999999999996,41.668,42.026,42.355,42.659,42.943999999999996,43.213,43.465,43.693000000000005,43.894,44.044,44.11600000000001,44.103,44.016000000000005,43.881,43.747,43.675,43.711999999999996,43.885,44.199,44.633,45.147,45.681999999999995,46.193999999999996,46.667,47.099,47.504,47.911,48.343999999999994,48.81,49.303000000000004,49.81,50.32,50.835,51.36600000000001,51.941,52.595,53.349,54.211000000000006,55.174,56.223,57.333999999999996,58.467,59.581,60.645,61.626999999999995,62.505,63.281000000000006,63.961000000000006,64.547,65.048,65.482,65.872
71,European Union,EUU,69.2904752322248,69.5997034282156,69.5240305576573,69.7678612700615,70.2338662212529,70.3437363480094,70.5734407755755,70.6826562081353,70.728257003482,70.6833295950793,70.9986701846289,71.1067646129095,71.4148494928337,71.5349402095209,71.8255761238865,71.9212180103757,72.1256697291065,72.4093347415973,72.5242478897141,72.7683225091027,72.8631195496601,73.20244457280391,73.46406354967141,73.5272420953447,73.8024596941044,73.8767709120717,74.1449080007952,74.38815487071331,74.5778845941848,74.7437250284824,74.8684501601292,74.9686284969522,75.2878894749645,75.3958192038019,75.691501345742,75.81582448408629,76.0670516917443,76.3614024855213,76.5957369891645,76.8258219027178,77.15842520128109,77.4940551578297,77.6067366807942,77.694386818515,78.1937728603174,78.3657285760618,78.7397936770598,78.9691195206955,79.1839570006984,79.44311802394529,79.7256373044012,80.2398704018085,80.2512210293864,80.5322413691478,80.91933138635571,80.6205928086301,80.97470527297308,80.99115581273949
72,Fragile and conflict affected situations,FCS,40.795489231740106,41.32022607102179,41.850336780239395,42.3893922533801,42.939138534284794,43.4985917637195,44.064640044509495,44.63045702048329,45.190069307151205,45.7406367839816,46.2797990483955,46.80783913388311,47.3244677388152,47.827219657514895,48.3121239859017,48.773496810702106,49.2059151072203,49.6104025776814,49.9939255367572,50.3655588256733,50.7371100847692,51.23031230992001,51.627834326365395,52.040103306125005,52.46254558169171,52.885121646796506,53.296740901556795,53.6872016952985,54.0336992305192,54.339460619861406,54.7001962141013,54.9123365654335,55.0856012654395,55.2335755953292,55.3682004443195,55.5019159859653,55.646779108710795,55.8121747625678,55.9972821124889,56.2040537277851,56.46930923750529,56.770242118884404,57.105189089161605,57.4675526258442,57.8523144250031,58.255150084818204,58.6739596603255,59.1035441862353,59.5365565680643,59.9666932827972,60.391573260266505,60.813688439663,61.2352595111376,61.6537313104695,62.061681300345,62.4507764470904,62.8148612176963,63.1510954554411
73,Finland,FIN,68.819756097561,68.8441463414634,68.5778048780488,69.0126829268293,69.2209756097561,68.9778048780488,69.4770731707317,69.6665853658537,69.6163414634146,69.5034146341464,70.179512195122,70.0175609756098,70.7073170731707,71.2236585365854,71.1348780487805,71.6736585365854,71.81292682926829,72.350243902439,72.8970731707317,73.1553658536586,73.44,73.7465853658537,74.29804878048779,74.2009756097561,74.5190243902439,74.22292682926829,74.56,74.59195121951221,74.57707317073171,74.7921951219512,74.8131707317073,75.2275609756098,75.4553658536585,75.7051219512195,76.3956097560976,76.409512195122,76.69341463414641,76.87853658536591,77.09073170731709,77.29121951219508,77.4658536585366,77.9658536585366,78.119512195122,78.36829268292679,78.7146341463415,78.8170731707317,79.2146341463415,79.2634146341464,79.5682926829268,79.71951219512201,79.87073170731709,80.4707317073171,80.62682926829271,80.9756097560976,81.1804878048781,81.4804878048781,81.4292682926829,81.4292682926829
74,Fiji,FJI,60.81100000000001,61.172,61.478,61.74100000000001,61.967,62.157,62.302,62.401,62.456,62.481,62.492,62.512,62.555,62.633,62.751999999999995,62.913000000000004,63.11,63.327,63.552,63.776,63.997,64.217,64.436,64.65100000000001,64.857,65.041,65.19,65.29899999999999,65.365,65.391,65.37899999999999,65.336,65.278,65.218,65.17,65.15,65.175,65.24600000000001,65.36,65.512,65.687,65.863,66.02199999999999,66.152,66.247,66.313,66.362,66.413,66.477,66.559,66.655,66.759,66.859,66.95,67.03,67.10300000000001,67.175,67.252
75,France,FRA,69.86829268292679,70.1170731707317,70.31463414634149,70.51463414634149,70.66341463414629,70.8121951219512,70.9609756097561,71.1609756097561,71.30975609756099,71.4585365853659,71.65853658536591,71.9073170731707,72.1073170731707,72.35609756097558,72.60487804878049,72.85365853658541,73.10243902439029,73.35121951219509,73.60243902439029,73.85121951219509,74.05121951219509,74.3,74.5,74.8,75.0,75.3,75.6,75.8,76.1,76.3487804878049,76.6,76.8487804878049,77.1,77.3,77.64878048780491,77.75121951219509,77.95365853658541,78.3048780487805,78.60487804878049,78.75609756097559,79.05609756097559,79.15853658536591,79.2609756097561,79.1146341463415,80.16341463414629,80.16341463414629,80.8121951219512,81.1121951219512,81.2146341463415,81.4146341463415,81.66341463414629,82.1146341463415,81.9682926829268,82.21951219512201,82.67073170731709,82.3219512195122,82.5243902439024,82.5243902439024
76,Faroe Islands,FRO,,,,,,,,,,,,,,74.4975609756098,,,,,75.98536585365859,,,,,,,,75.2146341463415,75.4658536585366,75.7146341463415,75.9146341463415,76.1146341463415,76.4146341463415,76.6146341463415,76.81463414634149,77.0658536585366,77.36829268292679,77.5707317073171,77.8243902439025,78.0268292682927,78.28048780487809,78.4341463414634,78.6365853658537,78.7878048780488,78.990243902439,79.19024390243901,79.4414634146342,79.69024390243901,79.890243902439,80.1390243902439,80.3878048780488,80.5878048780488,80.890243902439,81.14146341463409,81.3926829268293,81.6951219512195,81.9463414634146,82.1975609756098,82.4
77,"Micronesia, Fed. Sts.",FSM,54.513000000000005,54.95399999999999,55.396,55.838,56.278999999999996,56.717,57.153,57.585,58.012,58.434,58.851000000000006,59.265,59.675,60.07899999999999,60.473,60.85,61.206,61.535,61.833999999999996,62.1,62.331,62.528,62.693000000000005,62.833999999999996,62.955,63.06399999999999,63.169,63.273,63.38,63.492,63.605,63.715,63.81399999999999,63.901,63.978,64.04899999999999,64.12100000000001,64.202,64.298,64.413,64.55,64.71,64.888,65.08,65.282,65.48899999999999,65.697,65.90100000000001,66.09899999999999,66.29,66.471,66.646,66.817,66.986,67.152,67.315,67.471,67.618
78,Gabon,GAB,39.694,40.082,40.56,41.148999999999994,41.849,42.651,43.528,44.442,45.357,46.255,47.125,47.967,48.793,49.611999999999995,50.425,51.233999999999995,52.041000000000004,52.848,53.652,54.452,55.251999999999995,56.06100000000001,56.873000000000005,57.674,58.443999999999996,59.153,59.766999999999996,60.266000000000005,60.633,60.865,60.965,60.943999999999996,60.833,60.659,60.43899999999999,60.175,59.854,59.479,59.066,58.646,58.263999999999996,57.968,57.791000000000004,57.75899999999999,57.885,58.181000000000004,58.641000000000005,59.229,59.903999999999996,60.637,61.4,62.168,62.924,63.648,64.318,64.913,65.418,65.839
79,United Kingdom,GBR,71.12682926829271,70.87804878048779,70.9268292682927,70.8268292682927,71.62439024390241,71.62439024390241,71.5731707317073,72.12439024390241,71.7243902439025,71.7219512195122,71.9731707317073,72.2731707317073,72.12439024390241,72.3243902439024,72.5243902439024,72.7243902439024,72.7756097560976,73.2243902439024,73.1756097560976,73.2756097560976,73.6756097560976,74.0268292682927,74.1780487804878,74.37804878048779,74.7780487804878,74.62926829268291,74.9292682926829,75.28048780487799,75.38048780487809,75.58292682926829,75.88048780487809,76.08292682926829,76.4341463414634,76.3853658536585,76.8853658536585,76.83658536585371,77.0878048780488,77.2109756097561,77.19024390243901,77.390243902439,77.7414634146342,77.9926829268293,78.14390243902442,78.4463414634146,78.7463414634146,79.0487804878049,79.24878048780491,79.44878048780491,79.6,80.05121951219509,80.4024390243902,80.9512195121951,80.9048780487805,81.0048780487805,81.3048780487805,80.95609756097559,81.1560975609756,81.1560975609756
80,Georgia,GEO,63.651,64.058,64.469,64.881,65.291,65.694,66.084,66.455,66.805,67.13600000000001,67.452,67.766,68.082,68.40100000000001,68.718,69.014,69.266,69.461,69.592,69.665,69.7,69.726,69.768,69.844,69.954,70.08800000000001,70.226,70.339,70.407,70.425,70.38600000000001,70.29,70.156,70.003,69.84899999999999,69.718,69.635,69.613,69.654,69.756,69.902,70.065,70.22,70.34899999999999,70.45100000000001,70.538,70.635,70.765,70.946,71.18,71.46,71.773,72.097,72.41199999999999,72.707,72.973,73.207,73.414
81,Ghana,GHA,45.843,46.278999999999996,46.696000000000005,47.093,47.468999999999994,47.823,48.155,48.468999999999994,48.768,49.056999999999995,49.34,49.625,49.912,50.206,50.507,50.81100000000001,51.113,51.409,51.698,51.983999999999995,52.277,52.585,52.92,53.286,53.685,54.126999999999995,54.622,55.159,55.717,56.271,56.776,57.181999999999995,57.461999999999996,57.605,57.62,57.528,57.36600000000001,57.187,57.045,56.972,57.001999999999995,57.158,57.425,57.785,58.225,58.718999999999994,59.233999999999995,59.74100000000001,60.216,60.645,61.03,61.381,61.72,62.06399999999999,62.416000000000004,62.772,63.123999999999995,63.463
83,Guinea,GIN,34.89,35.086,35.266,35.431999999999995,35.588,35.74,35.89,36.048,36.222,36.421,36.655,36.931999999999995,37.255,37.624,38.041,38.501999999999995,39.0,39.527,40.082,40.667,41.3,42.001999999999995,42.783,43.64,44.558,45.52,46.503,47.474,48.398999999999994,49.247,49.986999999999995,50.593,51.066,51.413000000000004,51.64,51.744,51.727,51.61600000000001,51.456,51.295,51.203,51.255,51.483999999999995,51.901,52.498999999999995,53.238,54.052,54.864,55.614,56.278999999999996,56.861000000000004,57.387,57.905,58.446999999999996,59.016000000000005,59.598,60.17,60.706
84,"Gambia, The",GMB,32.054,32.336,32.67,33.07,33.543,34.097,34.735,35.445,36.211,37.023,37.868,38.734,39.61,40.485,41.352,42.205,43.047,43.882,44.711999999999996,45.533,46.341,47.133,47.903,48.645,49.348,49.998000000000005,50.577,51.082,51.518,51.891999999999996,52.221000000000004,52.528,52.833999999999996,53.157,53.508,53.888999999999996,54.29600000000001,54.715,55.133,55.547,55.956,56.358999999999995,56.761,57.159,57.553000000000004,57.93899999999999,58.313,58.67100000000001,59.012,59.333999999999996,59.637,59.917,60.178000000000004,60.426,60.667,60.91,61.166000000000004,61.44
85,Guinea-Bissau,GNB,37.478,37.751999999999995,38.042,38.349000000000004,38.671,39.004,39.343,39.679,40.01,40.333,40.649,40.961000000000006,41.276,41.597,41.925,42.263000000000005,42.611999999999995,42.97,43.333,43.696999999999996,44.056000000000004,44.402,44.733000000000004,45.04600000000001,45.342,45.626999999999995,45.907,46.19,46.481,46.783,47.095,47.411,47.726000000000006,48.038000000000004,48.348,48.658,48.973,49.301,49.641999999999996,49.998999999999995,50.368,50.744,51.123000000000005,51.501000000000005,51.883,52.275,52.691,53.136,53.611999999999995,54.113,54.628,55.144,55.645,56.117,56.556000000000004,56.958999999999996,57.328,57.673
86,Equatorial Guinea,GNQ,36.535,36.872,37.208,37.542,37.874,38.205,38.536,38.866,39.195,39.525,39.848,40.156,40.448,40.732,41.021,41.343999999999994,41.738,42.218,42.788000000000004,43.435,44.126999999999995,44.818999999999996,45.466,46.038999999999994,46.528,46.938,47.293,47.63,47.981,48.36,48.775,49.229,49.708,50.2,50.693999999999996,51.184,51.659,52.111999999999995,52.538000000000004,52.93,53.278999999999996,53.581,53.84,54.06399999999999,54.263000000000005,54.449,54.638000000000005,54.842,55.07,55.32899999999999,55.622,55.945,56.288000000000004,56.641999999999996,57.001000000000005,57.358999999999995,57.713,58.06100000000001
87,Greece,GRC,68.1639024390244,68.5486341463415,68.8922682926829,69.1857073170732,69.4294390243902,69.638,69.8374634146341,70.0524634146342,70.3025609756098,70.5892926829268,70.90363414634149,71.2265609756098,71.535,71.81485365853659,72.06463414634149,72.2937073170732,72.51956097560979,72.7616585365854,73.0310731707317,73.3293658536585,73.6471463414634,73.96948780487809,74.279,74.5658536585366,74.8291219512195,75.078512195122,75.3297073170732,75.5981463414634,75.891243902439,76.6878048780488,76.9390243902439,77.1365853658537,77.3829268292683,77.390243902439,77.6390243902439,77.5853658536585,77.68536585365851,78.1365853658537,77.8390243902439,77.9878048780488,77.8878048780488,78.3878048780488,78.64146341463409,78.84146341463409,79.0390243902439,79.2390243902439,79.4390243902439,79.4390243902439,79.9390243902439,80.1878048780488,80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.3878048780488,81.3878048780488
88,Grenada,GRD,62.231,62.657,63.06399999999999,63.451,63.817,64.161,64.484,64.789,65.077,65.352,65.619,65.88,66.139,66.395,66.649,66.895,67.13,67.347,67.545,67.723,67.87899999999999,68.012,68.128,68.234,68.34100000000001,68.462,68.612,68.798,69.024,69.292,69.598,69.937,70.295,70.65899999999999,71.015,71.35600000000001,71.673,71.964,72.226,72.455,72.648,72.805,72.929,73.023,73.08800000000001,73.123,73.125,73.096,73.038,72.96,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388
89,Greenland,GRL,,,,,,,,,,,,,,,,,,,63.4146341463415,63.9548780487805,63.449756097561,63.0748780487805,63.1926829268293,63.3,63.4665853658537,63.833658536585396,64.2487804878049,64.65414634146339,64.5824390243903,64.6675609756098,65.0682926829268,65.0317073170732,65.1960975609756,65.5853658536585,65.9009756097561,65.6441463414634,65.7673170731707,65.79804878048779,66.1570731707317,66.4034146341464,66.9634146341463,67.6078048780488,68.1626829268293,68.4353658536586,68.8068292682927,69.2207317073171,69.5192682926829,69.9826829268293,70.2134146341463,70.4678048780488,70.85707317073171,71.0624390243902,71.2990243902439,71.83048780487809,71.53841463414629,71.2463414634146,,
90,Guatemala,GTM,46.702,47.218999999999994,47.75,48.295,48.856,49.434,50.032,50.646,51.266999999999996,51.888999999999996,52.501000000000005,53.091,53.652,54.181000000000004,54.676,55.14,55.577,56.0,56.418,56.84,57.272,57.718999999999994,58.183,58.661,59.153999999999996,59.661,60.176,60.693999999999996,61.214,61.735,62.261,62.799,63.352,63.92100000000001,64.502,65.09,65.678,66.257,66.817,67.351,67.84899999999999,68.304,68.717,69.092,69.437,69.762,70.082,70.40899999999999,70.75,71.108,71.48100000000001,71.861,72.236,72.596,72.935,73.25,73.541,73.81
91,Guam,GUM,60.97,61.481,61.986000000000004,62.482,62.968,63.443000000000005,63.907,64.361,64.805,65.23899999999999,65.66199999999999,66.074,66.473,66.86,67.235,67.59899999999999,67.95100000000001,68.292,68.624,68.947,69.262,69.567,69.86399999999999,70.15100000000001,70.431,70.70100000000001,70.96,71.209,71.45,71.687,71.925,72.167,72.42,72.685,72.967,73.267,73.589,73.93,74.283,74.646,75.01100000000001,75.373,75.726,76.065,76.387,76.687,76.96600000000001,77.227,77.47399999999999,77.71,77.941,78.173,78.408,78.649,78.895,79.14399999999999,79.391,79.631
92,Guyana,GUY,60.26,60.441,60.623000000000005,60.805,60.983999999999995,61.157,61.317,61.461999999999996,61.588,61.696999999999996,61.788999999999994,61.868,61.938,62.005,62.071999999999996,62.14,62.211000000000006,62.283,62.355,62.427,62.498000000000005,62.565,62.626000000000005,62.684,62.74100000000001,62.801,62.869,62.95,63.04600000000001,63.159,63.287,63.427,63.576,63.73,63.891000000000005,64.064,64.255,64.468,64.705,64.964,65.242,65.532,65.828,66.122,66.41199999999999,66.694,66.972,67.247,67.521,67.792,68.059,68.321,68.575,68.819,69.04899999999999,69.262,69.454,69.624
93,High income,HIC,68.5421717304457,68.92351109017821,68.89846275096521,69.104692625621,69.500163542339,69.6062526527189,69.8684542824379,70.0938879501575,70.0350317979228,70.23490487981229,70.551168527008,70.8345662144592,71.1294054065755,71.3012822539517,71.71363774435319,72.0625575937792,72.3225252575371,72.676137954852,72.8313810601271,73.1563539819753,73.1819699247,73.5386082590933,73.87012524127009,73.9707515093935,74.2499609280921,74.3781069972958,74.62697120953109,74.89583801222959,75.0134947394344,75.2601628268741,75.4224099661785,75.5968253756376,75.857280301173,75.9324063828497,76.2128754634702,76.2796415936432,76.6506524592864,76.9841339160075,77.1658352616419,77.30971531075599,77.5866764118146,77.88797710897741,78.0262090565009,78.1533380522493,78.5663367592163,78.66508831853729,78.97464585435559,79.2094105047809,79.3569074886515,79.6371178748055,79.8166721575392,80.0579737236383,80.1771292046632,80.35509283071191,80.6107798081277,80.48961423800701,80.6403925377958,80.69372950032592
94,"Hong Kong SAR, China",HKG,66.9616829268293,67.548756097561,68.1059756097561,68.6258536585366,69.1043658536585,69.5428780487805,69.9462195121951,70.3257804878049,70.6905365853659,71.0445609756098,71.38651219512201,71.4585365853659,71.45609756097559,72.109756097561,72.6121951219512,73.36829268292679,72.819512195122,73.319512195122,73.57560975609759,73.6731707317073,74.6731707317073,75.3243902439025,75.4292682926829,75.2756097560976,76.0292682926829,76.4341463414634,76.68536585365851,76.8829268292683,77.08292682926829,77.0292682926829,77.38048780487809,77.8829268292683,77.6780487804878,78.0317073170732,78.5292682926829,78.6829268292683,79.62682926829271,80.12682926829271,80.13170731707321,80.3829268292683,80.87804878048779,81.42439024390251,81.4268292682927,81.37804878048779,81.82926829268291,81.62926829268291,82.37560975609759,82.3268292682927,82.37560975609759,82.7756097560976,82.9780487804878,83.42195121951221,83.4804878048781,83.8317073170732,83.9804878048781,84.2780487804878,84.2268292682927,84.6804878048781
95,Honduras,HND,46.273999999999994,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.92100000000001,52.522,53.14,53.778,54.43899999999999,55.123999999999995,55.833999999999996,56.567,57.317,58.08,58.851000000000006,59.632,60.427,61.236000000000004,62.05,62.858999999999995,63.643,64.382,65.062,65.679,66.229,66.723,67.175,67.605,68.028,68.45,68.87100000000001,69.28399999999999,69.676,70.041,70.378,70.689,70.976,71.249,71.51100000000001,71.77,72.02600000000001,72.285,72.544,72.803,73.061,73.317,73.569,73.814,74.051,74.278,74.495,74.70100000000001,74.898
96,Heavily indebted poor countries (HIPC),HPC,39.779657668246706,40.2214025495148,40.6523147288707,41.0710306645432,41.4781851472993,41.875993659212796,42.268777470890996,42.6605364423161,43.054547988920795,43.451746745201206,43.85300928186,44.258425919819295,44.664566896596604,45.0677652945496,45.465756847587,45.854218400365,46.22904975747971,46.5894819258325,46.9363303732872,47.2714151896768,47.5988193063004,47.924426157501294,48.25027583624829,48.573934013082294,48.8899710679116,49.1832241763317,49.434856162252395,49.6317672477301,49.771071556917896,49.8646408981769,49.9368486625317,50.017686811328204,50.1303644191503,50.2805385333774,50.459242468724,50.6622699573949,50.8947214497598,51.16403622716479,51.47749274807771,51.8421922418995,52.264099761783,52.7493419287514,53.296647181648,53.9003227716707,54.552078029056396,55.2422847847985,55.96161739379271,56.6969641867539,57.4335685169945,58.1582233455606,58.85894740991571,59.528871015452204,60.16656463078521,60.77033399599011,61.3343128170965,61.8529532354614,62.3232892974951,62.74868260084121
97,Croatia,HRV,64.6086585365854,65.015512195122,65.408243902439,65.7878780487805,66.1544390243903,66.51204878048779,66.8627804878049,67.2087317073171,67.5489268292683,67.88136585365851,68.20048780487811,68.5016341463415,68.7787317073171,69.029243902439,69.2527073170732,70.00195121951221,70.4553658536585,70.7443902439024,70.53878048780491,70.4273170731707,70.1753658536586,70.3443902439025,70.4826829268293,70.2748780487805,70.2185365853659,70.88609756097559,71.4190243902439,71.47024390243901,71.4882926829268,71.84463414634149,72.17048780487809,72.1853658536586,71.2414634146342,71.5224390243903,71.8034146341464,72.0843902439024,72.3653658536585,72.4951219512195,72.3170731707317,72.64195121951221,72.8078048780488,74.5129268292683,74.7173170731707,74.61390243902441,75.520243902439,75.2446341463415,75.8368292682927,75.70560975609759,75.9121951219512,76.1682926829268,76.4756097560976,76.7756097560976,76.92439024390241,77.12682926829271,77.4780487804878,77.2756097560976,78.0219512195122,77.8268292682927
98,Haiti,HTI,41.762,42.181999999999995,42.591,43.0,43.413999999999994,43.836999999999996,44.266999999999996,44.7,45.13399999999999,45.573,46.027,46.508,47.019,47.559,48.119,48.683,49.232,49.746,50.215,50.635,51.00899999999999,51.347,51.668,51.986999999999995,52.309,52.637,52.97,53.302,53.628,53.949,54.265,54.58,54.894,55.208999999999996,55.523,55.82899999999999,56.121,56.393,56.648,56.891000000000005,57.131,57.382,57.655,57.958999999999996,58.292,58.652,59.028,59.408,59.782,60.148,60.511,60.879,61.26,61.658,62.068999999999996,62.485,62.896,63.29
99,Hungary,HUN,68.0031707317073,68.9360975609756,67.86585365853661,68.8741463414634,69.38097560975609,69.0712195121951,69.8224390243902,69.4070731707317,69.230243902439,69.31463414634149,69.1646341463415,69.0524390243903,69.6646341463415,69.51804878048779,69.24804878048779,69.29,69.5731707317073,69.8480487804878,69.3939024390244,69.6153658536585,69.0617073170732,69.1392682926829,69.3578048780488,68.9736585365854,69.0258536585366,68.9721951219512,69.1734146341463,69.6512195121951,70.0234146341463,69.4617073170732,69.3156097560976,69.3770731707317,69.1170731707317,69.1012195121951,69.469756097561,69.7917073170732,70.3287804878049,70.7024390243902,70.5578048780488,70.6770731707317,71.2463414634146,72.24878048780491,72.3487804878049,72.3,72.64878048780491,72.64878048780491,73.0975609756098,73.1512195121951,73.7024390243903,73.9048780487805,74.2073170731707,74.85853658536591,75.0634146341463,75.5658536585366,75.7634146341463,75.56829268292691,76.0634146341464,76.0634146341464
100,IBRD only,IBD,48.661984003591996,49.181788525936796,49.7802953300066,50.518182905218,51.3817143267244,52.352003627325296,53.363094483736106,54.3583824130519,55.32010858382029,56.1750722806434,56.9683966186219,57.6690321458127,58.315059191181795,58.9285978413653,59.5248210357814,60.0489563206427,60.572526940899294,61.056522849146994,61.50932408848951,61.9145369867479,62.291711413896294,62.668965165530096,63.028021396804895,63.3438015323541,63.6330605144219,63.9654092163688,64.3404511752309,64.6397779579904,64.9260799511752,65.1831259517864,65.4310128175643,65.67475690806789,65.8552801764524,66.03230999360929,66.27424468761029,66.54829809658129,66.8781540044249,67.2164991971335,67.5245609802529,67.7736242769413,68.056937512403,68.3464172275898,68.6275363053697,68.9099333899669,69.2131149155457,69.49956509565871,69.83689692591561,70.1679832248291,70.4868094381346,70.83619901858759,71.1643229900665,71.5137127460112,71.8306933995187,72.144620047387,72.4310324695493,72.69987577403491,72.9583648591877,73.1955086229713
101,IDA & IBRD total,IBT,47.53347212227101,48.0434170744355,48.623359213808406,49.3224523368722,50.122631007561296,51.006973246410396,51.9197936591848,52.81123466873489,53.667778203750295,54.430569485479005,55.13907027952539,55.7706890334402,56.358195638079,56.921936761972596,57.4748666905376,57.9717317083337,58.4720871281003,58.94190882384561,59.3864527264692,59.790340911063296,60.167695601099204,60.5439191198262,60.9006815444416,61.2178130578656,61.5083004070296,61.827568590766106,62.173641017711894,62.4502183105175,62.7071641630177,62.934917169413204,63.148564250951395,63.360290907982,63.512895751600105,63.668148691854,63.8780450743289,64.1173691719255,64.4054082737847,64.7076628734311,64.9814532375756,65.2180904969942,65.4910146767503,65.7728872930181,66.0566482651299,66.3511304103471,66.67045307066479,66.9843267759784,67.3432726891437,67.7008143353648,68.0493968132118,68.4193301885132,68.7679056305519,69.1278627926067,69.4585225903437,69.78219775432629,70.0795524814024,70.3570285718675,70.6194331761649,70.8585577824811
102,IDA total,IDA,41.8919818073994,42.427438060482295,42.9559826691023,43.47556820759629,43.9823832033758,44.466993336654504,44.91880818750379,45.33212364369351,45.70728614686911,46.049043901939605,46.3698112379253,46.686914360908396,47.0167871051734,47.370914512054796,47.7569056329605,48.1795590337333,48.6389578884445,49.1223289167873,49.612598029923106,50.0952049943854,50.559231912861,51.0371750156622,51.462065083350296,51.863006296647704,52.2422524027361,52.588640209055,52.89292944337971,53.15552948593061,53.371427134375494,53.5666891907489,53.7357293763144,53.898146337102496,54.068209096911495,54.2474044701913,54.4424183612814,54.658157291779006,54.8976418422182,55.1559610242214,55.430102648100096,55.7329020277096,56.0666609253521,56.4393826219108,56.8521821863703,57.306777311672896,57.798938052035,58.321790999716605,58.8673557131532,59.4257652236862,59.981927368121795,60.5236196130299,61.0417025540781,61.5340269261382,62.0012785132448,62.44660341838701,62.8683790832236,63.263179846383494,63.628484037783004,63.9647120093937
103,IDA blend,IDB,43.6757123354638,44.329921228538296,44.963986946238,45.5749650926126,46.162066244325,46.72642002911179,47.2711528126381,47.7989094581433,48.3137239058877,48.8151181654879,49.3026294015133,49.77509800699679,50.2313739368972,50.669665575772704,51.091535259039794,51.500382601325796,51.900766120302706,52.294792195248796,52.6834011592692,53.065009548138,53.4339195254407,53.7837692351111,54.1107035107485,54.3916047116926,54.636708896873294,54.8358052537179,54.9869346048732,55.0989076619349,55.1660531332092,55.206614546533004,55.224301393649505,55.2101637918695,55.182951428253794,55.1367508057758,55.0952662666565,55.06548631534471,55.0587954446913,55.0826176688542,55.1302311117966,55.218870002796706,55.3612169303403,55.564537670640405,55.8323441873349,56.14980240263039,56.524003371281395,56.9453602435386,57.403737860220204,57.88618877189071,58.376407401528205,58.8612565384326,59.3366334558432,59.7909248866499,60.2176454437311,60.626115480101205,61.012557370849294,61.3715771686845,61.6994535995304,61.996884638579594
104,Indonesia,IDN,46.663999999999994,47.276,47.876999999999995,48.468,49.051,49.629,50.208,50.788999999999994,51.373999999999995,51.963,52.553000000000004,53.14,53.72,54.288000000000004,54.843,55.386,55.92,56.448,56.971000000000004,57.488,57.995,58.489,58.966,59.423,59.863,60.287,60.7,61.107,61.512,61.915,62.32,62.727,63.131,63.528999999999996,63.919,64.291,64.637,64.954,65.244,65.513,65.77199999999999,66.03699999999999,66.321,66.631,66.969,67.334,67.717,68.105,68.485,68.85300000000001,69.205,69.542,69.866,70.179,70.48100000000001,70.768,71.035,71.282
105,IDA only,IDX,41.036659584792794,41.515556384998895,41.9936535304177,42.4694773225879,42.937932498037,43.3846166888531,43.792452471771796,44.1516001674082,44.46034292713921,44.72541526677871,44.96494284959121,45.2049484953945,45.470349535291795,45.779055329750996,46.1418226752194,46.56446680465321,47.0452390176609,47.564565861686496,48.0969853904299,48.621932489733894,49.12607895918529,49.6663248478502,50.1338129722152,50.59017626560821,51.032385115904894,51.449283979997304,51.82789198871839,52.1641475380304,52.45403745288179,52.7271579217208,52.9729285018984,53.22614582919721,53.4977010799679,53.792950355090504,54.109251164242295,54.4504840753564,54.8154960613429,55.1933650729146,55.583083794663104,55.9951365222845,56.426405658978005,56.8850733733994,57.3710938881915,57.894439126453506,58.445651442602795,59.019386153876,59.608860791853296,60.2058603594255,60.7959211146338,61.36721305829761,61.90857468490729,62.4219994303495,62.911151513125105,63.376588232074205,63.8176590720963,64.2317621230049,64.6168770039905,64.97329467648599
106,Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5292682926829,,,,,,,,77.9658536585366,,,,,,,,,,,,,,,
107,India,IND,41.422,42.027,42.637,43.251999999999995,43.873000000000005,44.5,45.136,45.778999999999996,46.428000000000004,47.081,47.736999999999995,48.398,49.06100000000001,49.722,50.373999999999995,51.012,51.63,52.222,52.786,53.318999999999996,53.81399999999999,54.268,54.68600000000001,55.074,55.441,55.801,56.169,56.553000000000004,56.963,57.4,57.865,58.353,58.851000000000006,59.349,59.84,60.32,60.783,61.233000000000004,61.669,62.093,62.505,62.907,63.303999999999995,63.699,64.095,64.5,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.607,68.89699999999999,69.165
