Year,Aruba
Country_Name,Malawi
1960,36.672
1961,36.934
1962,37.183
1963,37.421
1964,37.655
1965,37.899
1966,38.174
1967,38.494
1968,38.866
1969,39.289
1970,39.756
1971,40.254
1972,40.762
1973,41.262
1974,41.744
1975,42.206
1976,42.649
1977,43.082
1978,43.504
1979,43.912
1980,44.296
1981,44.646
1982,44.954
1983,45.216
1984,45.432
1985,45.606
1986,45.746
1987,45.86
1988,45.957
1989,46.038
1990,46.096
1991,46.121
1992,46.108
1993,46.055
1994,45.969
1995,45.846
1996,45.677
1997,45.479
1998,45.285
1999,45.136
2000,45.09
2001,45.204
2002,45.517
2003,46.052
2004,46.823
2005,47.844
2006,49.118
2007,50.595
2008,52.206
2009,53.888
2010,55.564
2011,57.161
2012,58.629
2013,59.931
2014,61.042
2015,61.953
2016,62.681
2017,63.279
Country_Name,Malaysia
1960,59.991
1961,60.515
1962,61.012
1963,61.486
1964,61.943
1965,62.39
1966,62.833
1967,63.277
1968,63.719
1969,64.161
1970,64.595
1971,65.013
1972,65.407
1973,65.775
1974,66.117
1975,66.442
1976,66.761
1977,67.085
1978,67.42
1979,67.766
1980,68.117
1981,68.461
1982,68.788
1983,69.09
1984,69.366
1985,69.621
1986,69.866
1987,70.11
1988,70.358
1989,70.612
1990,70.865
1991,71.106
1992,71.326
1993,71.519
1994,71.687
1995,71.834
1996,71.972
1997,72.11
1998,72.257
1999,72.418
2000,72.594
2001,72.782
2002,72.976
2003,73.17
2004,73.364
2005,73.555
2006,73.744
2007,73.931
2008,74.118
2009,74.305
2010,74.493
2011,74.683
2012,74.877
2013,75.072
2014,75.268
2015,75.461
2016,75.649
2017,75.828
Country_Name,North America
1960,69.89360376
1961,70.36801738
1962,70.2327068
1963,70.05038739
1964,70.31320505
1965,70.36672191
1966,70.37807047
1967,70.71438226
1968,70.17624157
1969,70.69476442
1970,70.9854796
1971,71.2911399
1972,71.32627262
1973,71.52944731
1974,72.07959682
1975,72.69361493
1976,72.95320432
1977,73.34941115
1978,73.47017107
1979,73.90794075
1980,73.75243079
1981,74.15164237
1982,74.49815471
1983,74.6202615
1984,74.72538912
1985,74.74024503
1986,74.80137957
1987,74.9581156
1988,74.97854162
1989,75.22629846
1990,75.43504527
1991,75.59061834
1992,75.82693748
1993,75.65853666
1994,75.838642
1995,75.86060025
1996,76.24010485
1997,76.62719351
1998,76.78286222
1999,76.80913164
2000,76.88199634
2001,77.08241004
2002,77.18781814
2003,77.30281077
2004,77.72448798
2005,77.75408225
2006,77.94939267
2007,78.23954847
2008,78.3009808
2009,78.64772827
2010,78.80945636
2011,78.92056171
2012,79.03148085
2013,79.04221191
2014,79.13808284
2015,79.01211102
2016,78.9016844
2017,78.9142768
Country_Name,Namibia
1960,46.483
1961,47.231
1962,47.957
1963,48.656
1964,49.325
1965,49.958
1966,50.554
1967,51.116
1968,51.65
1969,52.163
1970,52.669
1971,53.184
1972,53.714
1973,54.262
1974,54.82
1975,55.369
1976,55.882
1977,56.338
1978,56.731
1979,57.067
1980,57.374
1981,57.69
1982,58.049
1983,58.464
1984,58.933
1985,59.451
1986,60.007
1987,60.556
1988,61.044
1989,61.42
1990,61.608
1991,61.531
1992,61.165
1993,60.516
1994,59.609
1995,58.479
1996,57.179
1997,55.806
1998,54.462
1999,53.231
2000,52.192
2001,51.399
2002,50.862
2003,50.589
2004,50.6
2005,50.931
2006,51.609
2007,52.593
2008,53.817
2009,55.207
2010,56.665
2011,58.085
2012,59.387
2013,60.513
2014,61.425
2015,62.119
2016,62.625
2017,63.021
Country_Name,New Caledonia
1960,58.63902439
1961,59.03902439
1962,59.43902439
1963,59.88780488
1964,60.33658537
1965,60.78536585
1966,61.23414634
1967,61.68292683
1968,62.13170732
1969,62.5804878
1970,63.02926829
1971,63.47804878
1972,63.92682927
1973,64.37560976
1974,64.82439024
1975,65.27317073
1976,65.72195122
1977,66.17073171
1978,66.30365854
1979,66.43658537
1980,66.5695122
1981,66.70243902
1982,66.9195122
1983,68.58780488
1984,68.06341463
1985,68.76585366
1986,69.06341463
1987,69.42682927
1988,69.45365854
1989,69.08536585
1990,70.48536585
1991,70.35853659
1992,71.61463415
1993,71.65609756
1994,70.67317073
1995,72.0097561
1996,71.99756098
1997,71.73902439
1998,74.37560976
1999,73.87560976
2000,75.16341463
2001,74.83170732
2002,75.10243902
2003,75.27073171
2004,75.47073171
2005,75.72195122
2006,76.07560976
2007,76.47804878
2008,76.6804878
2009,76.9804878
2010,77.25912213
2011,76.64683538
2012,77.06907036
2013,77.17621087
2014,77.2528726
2015,77.24430351
2016,76.96150074
2017,77.14878049
Country_Name,Niger
1960,35.053
1961,35.141
1962,35.223
1963,35.298
1964,35.368
1965,35.435
1966,35.501
1967,35.573
1968,35.658
1969,35.76
1970,35.883
1971,36.031
1972,36.203
1973,36.402
1974,36.633
1975,36.905
1976,37.227
1977,37.6
1978,38.02
1979,38.48
1980,38.962
1981,39.45
1982,39.927
1983,40.385
1984,40.821
1985,41.241
1986,41.654
1987,42.079
1988,42.53
1989,43.014
1990,43.538
1991,44.103
1992,44.703
1993,45.33
1994,45.979
1995,46.641
1996,47.307
1997,47.97
1998,48.627
1999,49.279
2000,49.928
2001,50.584
2002,51.256
2003,51.95
2004,52.668
2005,53.411
2006,54.18
2007,54.968
2008,55.764
2009,56.557
2010,57.333
2011,58.081
2012,58.79
2013,59.455
2014,60.07
2015,60.631
2016,61.137
2017,61.599
Country_Name,Nigeria
1960,36.976
1961,37.431
1962,37.871
1963,38.291
1964,38.691
1965,39.072
1966,39.442
1967,39.809
1968,40.184
1969,40.569
1970,40.971
1971,41.392
1972,41.829
1973,42.276
1974,42.729
1975,43.187
1976,43.647
1977,44.104
1978,44.547
1979,44.963
1980,45.333
1981,45.637
1982,45.867
1983,46.023
1984,46.106
1985,46.127
1986,46.101
1987,46.048
1988,45.99
1989,45.939
1990,45.9
1991,45.875
1992,45.857
1993,45.845
1994,45.843
1995,45.854
1996,45.88
1997,45.923
1998,45.994
1999,46.103
2000,46.267
2001,46.51
2002,46.835
2003,47.242
2004,47.72
2005,48.252
2006,48.812
2007,49.373
2008,49.913
2009,50.422
2010,50.896
2011,51.346
2012,51.786
2013,52.228
2014,52.672
2015,53.112
2016,53.541
2017,53.95
Country_Name,Nicaragua
1960,46.998
1961,47.636
1962,48.277
1963,48.92
1964,49.566
1965,50.216
1966,50.874
1967,51.538
1968,52.205
1969,52.868
1970,53.519
1971,54.147
1972,54.744
1973,55.307
1974,55.833
1975,56.319
1976,56.764
1977,57.177
1978,57.57
1979,57.955
1980,58.347
1981,58.757
1982,59.196
1983,59.671
1984,60.189
1985,60.761
1986,61.394
1987,62.079
1988,62.803
1989,63.549
1990,64.293
1991,65.011
1992,65.683
1993,66.297
1994,66.849
1995,67.344
1996,67.798
1997,68.234
1998,68.667
1999,69.1
2000,69.527
2001,69.934
2002,70.308
2003,70.64
2004,70.933
2005,71.195
2006,71.436
2007,71.673
2008,71.915
2009,72.167
2010,72.428
2011,72.692
2012,72.951
2013,73.197
2014,73.429
2015,73.649
2016,73.86
2017,74.068
Country_Name,Netherlands
1960,73.39268293
1961,73.65268293
1962,73.32390244
1963,73.33707317
1964,73.70414634
1965,73.56878049
1966,73.51292683
1967,73.80414634
1968,73.61268293
1969,73.5395122
1970,73.58560976
1971,73.8095122
1972,73.72707317
1973,74.14390244
1974,74.53682927
1975,74.49878049
1976,74.64707317
1977,75.22146341
1978,75.14512195
1979,75.60609756
1980,75.74317073
1981,75.93439024
1982,75.98853659
1983,76.16414634
1984,76.23317073
1985,76.28463415
1986,76.2704878
1987,76.70512195
1988,76.8902439
1989,76.73414634
1990,76.87804878
1991,77
1992,77.21707317
1993,76.91658537
1994,77.37512195
1995,77.40463415
1996,77.43560976
1997,77.79439024
1998,77.88292683
1999,77.83658537
2000,77.98780488
2001,78.1902439
2002,78.29268293
2003,78.49268293
2004,79.09512195
2005,79.34634146
2006,79.69756098
2007,80.09756098
2008,80.25121951
2009,80.54878049
2010,80.70243902
2011,81.20487805
2012,81.10487805
2013,81.30487805
2014,81.70731707
2015,81.5097561
2016,81.56097561
2017,81.56097561
Country_Name,Norway
1960,73.5497561
1961,73.5504878
1962,73.44804878
1963,73.07756098
1964,73.59585366
1965,73.72317073
1966,73.99536585
1967,74.06658537
1968,73.94195122
1969,73.66341463
1970,74.08804878
1971,74.17926829
1972,74.34463415
1973,74.44219512
1974,74.75365854
1975,74.81756098
1976,75.0395122
1977,75.38682927
1978,75.41853659
1979,75.41390244
1980,75.67170732
1981,75.86902439
1982,76.01097561
1983,76.06682927
1984,76.22439024
1985,75.91682927
1986,76.24121951
1987,76.08170732
1988,76.2204878
1989,76.5004878
1990,76.53731707
1991,76.98073171
1992,77.18439024
1993,77.15170732
1994,77.6897561
1995,77.73658537
1996,78.1504878
1997,78.14268293
1998,78.32926829
1999,78.28292683
2000,78.63414634
2001,78.78536585
2002,78.98780488
2003,79.3902439
2004,79.84146341
2005,80.04146341
2006,80.34390244
2007,80.39512195
2008,80.59268293
2009,80.79512195
2010,80.99756098
2011,81.29512195
2012,81.45121951
2013,81.75121951
2014,82.1
2015,82.30487805
2016,82.40731707
2017,82.5097561
Country_Name,Nepal
1960,35.583
1961,35.941
1962,36.357
1963,36.828
1964,37.346
1965,37.903
1966,38.487
1967,39.087
1968,39.691
1969,40.291
1970,40.881
1971,41.457
1972,42.024
1973,42.588
1974,43.151
1975,43.718
1976,44.294
1977,44.885
1978,45.493
1979,46.124
1980,46.776
1981,47.45
1982,48.142
1983,48.852
1984,49.577
1985,50.324
1986,51.095
1987,51.891
1988,52.712
1989,53.551
1990,54.404
1991,55.262
1992,56.118
1993,56.964
1994,57.793
1995,58.6
1996,59.383
1997,60.144
1998,60.884
1999,61.6
2000,62.288
2001,62.945
2002,63.57
2003,64.165
2004,64.729
2005,65.264
2006,65.773
2007,66.26
2008,66.727
2009,67.178
2010,67.611
2011,68.028
2012,68.426
2013,68.806
2014,69.168
2015,69.515
2016,69.848
2017,70.169
Country_Name,New Zealand
1960,71.23658537
1961,70.98536585
1962,71.23170732
1963,71.2804878
1964,71.32926829
1965,71.22682927
1966,71.12439024
1967,71.47317073
1968,71.12439024
1969,71.47317073
1970,71.27317073
1971,71.77317073
1972,71.82926829
1973,71.66829268
1974,71.92439024
1975,72.2195122
1976,72.42195122
1977,72.16829268
1978,73.0195122
1979,73.06829268
1980,72.82926829
1981,73.62195122
1982,73.72439024
1983,73.77560976
1984,74.37073171
1985,73.82926829
1986,74.12195122
1987,74.17804878
1988,74.42439024
1989,74.82439024
1990,75.37804878
1991,76.03170732
1992,76.12439024
1993,76.43414634
1994,76.88292683
1995,76.73414634
1996,76.78780488
1997,77.33414634
1998,78.08536585
1999,77.8902439
2000,78.63658537
2001,78.69268293
2002,78.84634146
2003,79.14634146
2004,79.54878049
2005,79.85121951
2006,80.04878049
2007,80.15121951
2008,80.35121951
2009,80.70243902
2010,80.70243902
2011,80.90487805
2012,81.15609756
2013,81.40731707
2014,81.40487805
2015,81.45682927
2016,81.61243902
2017,81.65853659
Country_Name,OECD members
1960,67.43983443
1961,67.83140661
1962,67.82688003
1963,68.04056542
1964,68.43631998
1965,68.5524463
1966,68.81858792
1967,69.04743546
1968,69.00668983
1969,69.20024641
1970,69.51638828
1971,69.80420337
1972,70.09706279
1973,70.28282906
1974,70.69885169
1975,71.04755474
1976,71.32434255
1977,71.68989754
1978,71.86722342
1979,72.20942401
1980,72.26665263
1981,72.63518226
1982,72.98075034
1983,73.11193219
1984,73.39904728
1985,73.54434649
1986,73.80940411
1987,74.09315542
1988,74.24208512
1989,74.50733414
1990,74.68993483
1991,74.88098127
1992,75.16266802
1993,75.2684831
1994,75.56228383
1995,75.66831056
1996,76.04177656
1997,76.38384124
1998,76.59570725
1999,76.77346204
2000,77.06183125
2001,77.37126981
2002,77.53078735
2003,77.68026151
2004,78.08197417
2005,78.19806444
2006,78.48696929
2007,78.71055033
2008,78.85643305
2009,79.11539871
2010,79.28588117
2011,79.51783833
2012,79.63123582
2013,79.79439152
2014,80.04377518
2015,79.93402595
2016,80.08656321
2017,80.13846573
Country_Name,Oman
1960,42.672
1961,43.499
1962,44.311
1963,45.11
1964,45.896
1965,46.665
1966,47.413
1967,48.141
1968,48.858
1969,49.574
1970,50.31
1971,51.087
1972,51.92
1973,52.811
1974,53.76
1975,54.755
1976,55.781
1977,56.813
1978,57.829
1979,58.813
1980,59.758
1981,60.659
1982,61.523
1983,62.356
1984,63.153
1985,63.915
1986,64.638
1987,65.324
1988,65.975
1989,66.593
1990,67.18
1991,67.739
1992,68.273
1993,68.786
1994,69.283
1995,69.77
1996,70.25
1997,70.726
1998,71.197
1999,71.664
2000,72.126
2001,72.58
2002,73.022
2003,73.447
2004,73.851
2005,74.23
2006,74.577
2007,74.893
2008,75.179
2009,75.44
2010,75.682
2011,75.916
2012,76.149
2013,76.388
2014,76.634
2015,76.887
2016,77.142
2017,77.393
Country_Name,Other small states
1960,51.4150048
1961,51.8677456
1962,52.30944674
1963,52.71549045
1964,53.12636559
1965,53.51301466
1966,53.86080202
1967,54.21333198
1968,54.55985213
1969,54.90266448
1970,55.25802428
1971,55.60385123
1972,55.95990734
1973,56.28412822
1974,56.59990236
1975,56.94259165
1976,57.31569088
1977,57.6919975
1978,58.12168943
1979,58.57478196
1980,59.09028429
1981,59.5581324
1982,60.03033017
1983,60.47953807
1984,60.86252737
1985,61.22272786
1986,61.59684222
1987,61.892557
1988,62.09803313
1989,62.19614508
1990,62.22331882
1991,62.25159834
1992,62.14035885
1993,61.90941498
1994,61.61199713
1995,61.42546583
1996,61.28385615
1997,60.97972772
1998,60.63377632
1999,60.40056968
2000,60.24526676
2001,60.10870507
2002,60.09955999
2003,60.21007671
2004,60.48702465
2005,60.90024137
2006,61.4085893
2007,62.04902917
2008,62.77963883
2009,63.56156631
2010,64.30884935
2011,65.02064195
2012,65.71946022
2013,66.33313879
2014,66.89118507
2015,67.40523612
2016,67.8356294
2017,68.20548751
Country_Name,Pakistan
1960,45.299
1961,46.197
1962,47.059
1963,47.884
1964,48.67
1965,49.42
1966,50.134
1967,50.812
1968,51.457
1969,52.07
1970,52.649
1971,53.192
1972,53.699
1973,54.171
1974,54.613
1975,55.028
1976,55.421
1977,55.796
1978,56.158
1979,56.512
1980,56.86
1981,57.206
1982,57.546
1983,57.882
1984,58.213
1985,58.54
1986,58.863
1987,59.18
1988,59.493
1989,59.799
1990,60.1
1991,60.393
1992,60.68
1993,60.96
1994,61.235
1995,61.505
1996,61.773
1997,62.039
1998,62.303
1999,62.564
2000,62.82
2001,63.066
2002,63.3
2003,63.522
2004,63.736
2005,63.951
2006,64.176
2007,64.42
2008,64.685
2009,64.969
2010,65.264
2011,65.562
2012,65.849
2013,66.117
2014,66.36
2015,66.577
2016,66.77
2017,66.947
Country_Name,Panama
1960,60.864
1961,61.38
1962,61.88
1963,62.36
1964,62.824
1965,63.275
1966,63.718
1967,64.16
1968,64.607
1969,65.063
1970,65.532
1971,66.018
1972,66.515
1973,67.02
1974,67.527
1975,68.027
1976,68.513
1977,68.976
1978,69.412
1979,69.818
1980,70.192
1981,70.537
1982,70.858
1983,71.163
1984,71.453
1985,71.732
1986,72
1987,72.257
1988,72.506
1989,72.747
1990,72.982
1991,73.212
1992,73.439
1993,73.661
1994,73.879
1995,74.092
1996,74.3
1997,74.5
1998,74.694
1999,74.881
2000,75.06
2001,75.233
2002,75.401
2003,75.565
2004,75.728
2005,75.892
2006,76.06
2007,76.234
2008,76.414
2009,76.6
2010,76.792
2011,76.989
2012,77.188
2013,77.386
2014,77.583
2015,77.776
2016,77.964
2017,78.149
Country_Name,Peru
1960,48.012
1961,48.628
1962,49.224
1963,49.792
1964,50.334
1965,50.872
1966,51.432
1967,52.038
1968,52.702
1969,53.42
1970,54.174
1971,54.935
1972,55.671
1973,56.36
1974,56.994
1975,57.575
1976,58.114
1977,58.636
1978,59.158
1979,59.691
1980,60.24
1981,60.804
1982,61.378
1983,61.958
1984,62.542
1985,63.132
1986,63.731
1987,64.338
1988,64.949
1989,65.56
1990,66.165
1991,66.757
1992,67.33
1993,67.88
1994,68.405
1995,68.903
1996,69.378
1997,69.834
1998,70.274
1999,70.7
2000,71.111
2001,71.505
2002,71.882
2003,72.24
2004,72.581
2005,72.908
2006,73.222
2007,73.528
2008,73.826
2009,74.12
2010,74.41
2011,74.697
2012,74.981
2013,75.258
2014,75.529
2015,75.792
2016,76.044
2017,76.286
Country_Name,Philippines
1960,61.105
1961,61.509
1962,61.86
1963,62.16
1964,62.411
1965,62.618
1966,62.784
1967,62.915
1968,63.017
1969,63.097
1970,63.155
1971,63.19
1972,63.202
1973,63.197
1974,63.185
1975,63.183
1976,63.206
1977,63.263
1978,63.362
1979,63.503
1980,63.677
1981,63.87
1982,64.067
1983,64.26
1984,64.451
1985,64.655
1986,64.895
1987,65.186
1988,65.534
1989,65.933
1990,66.366
1991,66.811
1992,67.239
1993,67.628
1994,67.962
1995,68.231
1996,68.431
1997,68.574
1998,68.675
1999,68.744
2000,68.793
2001,68.835
2002,68.88
2003,68.937
2004,69.013
2005,69.112
2006,69.233
2007,69.37
2008,69.515
2009,69.667
2010,69.823
2011,69.984
2012,70.149
2013,70.315
2014,70.481
2015,70.644
2016,70.802
2017,70.952
Country_Name,Palau
1990,69.06926829
1995,71.84463415
2000,70.49365854
2005,69.12926829
Country_Name,Papua New Guinea
1960,38.935
1961,39.542
1962,40.167
1963,40.817
1964,41.495
1965,42.201
1966,42.931
1967,43.676
1968,44.425
1969,45.173
1970,45.916
1971,46.653
1972,47.383
1973,48.105
1974,48.815
1975,49.512
1976,50.197
1977,50.867
1978,51.518
1979,52.145
1980,52.735
1981,53.276
1982,53.763
1983,54.197
1984,54.581
1985,54.925
1986,55.242
1987,55.548
1988,55.855
1989,56.168
1990,56.492
1991,56.823
1992,57.152
1993,57.473
1994,57.781
1995,58.073
1996,58.344
1997,58.594
1998,58.828
1999,59.049
2000,59.265
2001,59.487
2002,59.722
2003,59.974
2004,60.245
2005,60.534
2006,60.836
2007,61.141
2008,61.442
2009,61.739
2010,62.029
2011,62.316
2012,62.604
2013,62.892
2014,63.181
2015,63.466
2016,63.744
2017,64.01
Country_Name,Poland
1960,67.6804878
1961,67.77804878
1962,67.42682927
1963,68.37560976
1964,68.62926829
1965,69.42926829
1966,69.82682927
1967,69.42439024
1968,70.2195122
1969,69.7195122
1970,69.86829268
1971,69.61219512
1972,70.66585366
1973,70.66341463
1974,71.11707317
1975,70.56097561
1976,70.65609756
1977,70.40243902
1978,70.35121951
1979,70.75121951
1980,70.09756098
1981,71.05121951
1982,71.10243902
1983,71
1984,70.8
1985,70.54878049
1986,70.84878049
1987,70.89756098
1988,71.33170732
1989,71.04390244
1990,70.8902439
1991,70.58780488
1992,71.0902439
1993,71.59512195
1994,71.69512195
1995,71.89268293
1996,72.24634146
1997,72.64634146
1998,72.99756098
1999,73.04390244
2000,73.74878049
2001,74.2
2002,74.49756098
2003,74.59756098
2004,74.84634146
2005,74.99512195
2006,75.14390244
2007,75.24390244
2008,75.54390244
2009,75.69512195
2010,76.24634146
2011,76.69512195
2012,76.74634146
2013,77
2014,77.60243902
2015,77.45121951
2016,77.85121951
2017,77.85121951
Country_Name,Pre-demographic dividend
1960,39.13610002
1961,39.593335
1962,40.04278832
1963,40.48382628
1964,40.91822233
1965,41.34824313
1966,41.77858852
1967,42.21222073
1968,42.65182904
1969,43.0964303
1970,43.5468981
1971,44.00324377
1972,44.46215477
1973,44.91909761
1974,45.37054766
1975,45.81195592
1976,46.2382565
1977,46.64665235
1978,47.03478276
1979,47.40120556
1980,47.74488031
1981,48.06643757
1982,48.36639132
1983,48.64421738
1984,48.89652869
1985,49.11878575
1986,49.30595962
1987,49.4562091
1988,49.57202366
1989,49.65896909
1990,49.71935386
1991,49.75580633
1992,49.77500125
1993,49.78742839
1994,49.80334471
1995,49.83519107
1996,49.89658715
1997,49.99897093
1998,50.15476409
1999,50.37559945
2000,50.67377581
2001,51.05894121
2002,51.52350696
2003,52.05507504
2004,52.6414836
2005,53.26990237
2006,53.92744081
2007,54.60056864
2008,55.27598427
2009,55.94318769
2010,56.59345621
2011,57.2241555
2012,57.83555535
2013,58.42601741
2014,58.98777897
2015,59.51195893
2016,59.99193712
2017,60.42746691
Country_Name,Puerto Rico
1960,68.71960976
1961,68.94317073
1962,69.14543902
1963,69.356
1964,69.59329268
1965,69.8707561
1966,70.18670732
1967,70.5235122
1968,70.86414634
1969,71.20260976
1970,71.53553659
1971,71.85909756
1972,72.16946341
1973,72.46473171
1974,72.73790244
1975,72.98246341
1976,73.19082927
1977,73.36131707
1978,73.49873171
1979,73.60643902
1980,73.7002439
1981,73.79746341
1982,73.90858537
1983,74.03663415
1984,74.17763415
1985,74.30919512
1986,74.40039024
1987,74.43097561
1988,74.39409756
1989,74.29895122
1990,74.16917073
1991,74.03880488
1992,73.94636585
1993,73.92087805
1994,73.97690244
1995,74.12456098
1996,74.36146341
1997,74.66404878
1998,75.00729268
1999,75.3754878
2000,76.68926829
2001,77.06682927
2002,77.7604878
2003,78.07121951
2004,78.17585366
2005,78.29609756
2006,78.41634146
2007,78.42585366
2008,77.96292683
2009,78.191
2010,78.41909756
2011,78.64065854
2012,78.84758537
2013,79.03434146
2014,79.20246341
2015,79.3534878
2016,79.49497561
2017,79.63453659
Country_Name,"Korea, Dem. People’s Rep."
1960,51.297
1961,51.674
1962,52.076
1963,52.61
1964,53.335
1965,54.264
1966,55.356
1967,56.506
1968,57.625
1969,58.681
1970,59.656
1971,60.549
1972,61.379
1973,62.161
1974,62.896
1975,63.579
1976,64.206
1977,64.776
1978,65.294
1979,65.762
1980,66.186
1981,66.571
1982,66.924
1983,67.255
1984,67.569
1985,67.9
1986,68.284
1987,68.719
1988,69.177
1989,69.611
1990,69.896
